Negative Sentiment,Ratings
"If I were a film prof trying to get away with torturing my students, I truly cannot think of a better fit for a required screening.

- 140p
- 5 hours long
-Shot like a 70's porn
-Unbelievably boring
-Full of 5 minute single takes of people just hanging out.
-a plot nearly impossible to follow

We endured 2 and a half hours of this thing before accepting the fact that this must be some kind of joke he's pulling. I cannot accept anything else.


I could also sit and watch a 12 hour video of a goldfish swimming around in a tank in order to analyze how little regard it has for being an entertaining piece of media. If the intention was to show how awful it is, then I could have just taken their word for it.
",1
"Nigeria, should learn how to make films.",1
"They seriously use smash bro’s title cards to introduce the characters...
",1
Best thing about this film is how hard they try to make the jokes land. The failure at the attempts turns out to be quite funny actually.,1
A Trainwreck of a movie. 90s minutes of dissapointing Sound editing and acting. It feels like the director scrolled through a basic South African Twitter feed and said this'll be good material to make a movie out of.,1
"snooze fest, not much story, ridiculous soundtracks
The movie has only one boring story, forcibly stretched to.2 hours of run time, which could really have been 30 min. There is no single scene that is interesting in the movie. It is terribly boring that you will struggle to keep awake. The soundtracks do not match the scenes. The movie is full of random soundtracks. I can't believe the high ratings. I wanted to give 0 star if I could. I feel extremely generous to give 1 star.",1
The Room by Tommy Wiseau is a much better film than this.,1
Why was this movie made?,1
"I have a female maltese dog named Luna. Luna wakes up at around 2 am every night and comes to wake me up, usually because she needs to take a shit. so with my tired, sleepy eyes i stumble out of bed and open the backyard door for her and she does her business as i watch and wait. I can confidently say that Luna taking a shit is a way more engaging story than chief daddy 2.",1
"So it happens that this recently became the highest grossing Nollywood film, I just hope sooner than later, Nollywood will have the faintest idea of how to make good films, it made me laugh though",1
"If you have nothing nice to say, say nothing at all, so I will say this:

An attempt was made.",1
"
Hands down one of the worst movies I’ve ever seen
",1
"Appalling. A Nollywood soap opera plot that weirdly also foregrounds born-again Christianity in such a cloyingly proselytizing manner that I half expected Christ to have a walk-on cameo. The production is sub-Lifetime movie in all respects, including a wall-to-wall score of elevator music, ridiculous day-glow costuming and the sort of shorthanded opulence in set design that insults both the characters and the audience. This film had the rare distinction of forcing me to re-evaluate  80’s era TV movies based on Sidney Sheldon potboilers (e.g. Rage of Angels) as high water markers to distract me from what is happening on screen. Ugh!",1
Does anyone else agree the lead looks like a cross between Anthony Mackie and Daniel Kaluuya?,1
This is so so so so so [...] so bad!!!!,1
"i have a thing against films with the characters and setting being foreign while the whole film's dialogues are spoken in English. It's such a turn off for me that I would simply turn it off. This is one of that.

Come on, we have enough English language films already. Embrace your own language and culture and let your piece be known for what it is rather than in which language it's being delivered to appeal to your audience. This film's setting is in Nigeria, yet everybody speaks fluent English, even the lower class society: as per shown in this film, the parents of the main cast. Make it make sense.

I dropped it before it goes past the 20 mins mark. May not be everyone else's issue, but it is a huge deal for me. Saw some reviews saying the film is moving, yea it moved me to watch another film.",1
