review,sentiment
Extremely flawed,negative
"Oh Dear!

I honestly do try and see the best in films and hate to give anything a bad review.

When I saw Deranged come up in my Netflix coming soon list, I immediately added it to my viewing list for when it was to be released. Obviously the title and brief synopsis drew me to wanting to watch it.

Within the first 5 minutes I knew what I was in for.

What a mess. I understand they were probably doing the best with what they had, but I really can not find anything redeeming to say about this film.

Like I said, I hate to give blatant bad reviews, as I know the work that goes into making a film.

Maybe you might enjoy it, I'm not saying don't watch it. But we've seen the whole fatal affair thing so many times and Deranged brings nothing new to the table.",negative
"Oh geezzzzzz

What did I just watch for almost 30 mins? I tried and tried and tried to give it time but it was just awful! If you can even understand what they are saying it would probably be even worse! How did ANYONE think this movie was worth production??",negative
the worst movie production ever,negative
This movie is bullshit,negative
"Waste of time

If I could give it 0 stars I would for 2 reasons - #1 it's not filmed in Jamaica but is filmed in America and #2 super super super corny acting. I am Jamaican and am displeased that this movie even has the Jamaican flag on the cover. Very misleading.",negative
"Not worth anyone's time

This movie is a disappointment and not worth anyone's time or money. It would have been an opportunity for Funke Akindele or/and the AY guy, to showcase their talent on world stage but they both failed at it. What a disastrous act and flopped comedy. If I could give less than 1 star, I would.",negative
"Waste of time

Wasn't really a clear plot, didn't make sence and just having a Nigerian man cussing a Jamaican cuss word is not Jamaica?? Didn't enjoy it and just a stereotype of Jamaica?? Paul Campbell could have played so much better",negative
"This movie at best had mediocre acting, and tried to promote forgiveness for a highly abusive husband, rapist, and a pedophile of his adopted daughter. The script was very unrealistic both in speaking and acting, plus it was much longer than needed to be to reach such a lame ending. There is no upside to this movie.",negative
Way too slow. What a waste of time.,negative
