Positive Reviews,Ratings,
"Super Cute Romantic Comedy

So, I am normally not a romantic comedy kinda movie viewer, but this may be the movie to flip my preferences. This movie was really fun, funny, and beautifully filmed. I really liked it, and the clothing and style was quite extra. I highly recommend it.",10,
"Wow! Netflix finally picked up something good.

Out of Nigeria from writer/producer Genevieve Nnaji, comes this sweet little gem. In a recycled and regurgitated superhero and action/cgi animation morass that Hollywood has turned into, this is a much needed diversion. Are you tired of sequel after sequel and prequel (laughable word) after prequel? Are you tired of seeing the same boring plot lines hashed over and over and, oh yes, over again? Fear not, here comes LIONHEART to the rescue. Its title fits the story. Nnaji put her whole heart into making this a genuinely beautiful piece. I started watching and was actually waiting for the movie to drop the ball. It never did. It does have a minor bit of suspense on how the story will play out. It touches rather lightheartedly, with a touch of humor, on the corruption in politics and money in eastern Africa without throwing it in your face. It ends rather nicely with a ""possible maybe"" of something more after the credits roll. It shows people that you don't have to have a billion dollar budget with all the best FX and top dollar actors hectic paced movie (that mirrors most people's lives these day), but that you can have your light and breezy lazy afternoon stress free movie (this one being without any possible way it could even get close to PG-13), and really feel good during and after watching. I think the only reason this got a PG because they showed girls in swimsuits by a pool, and maybe, just because no one is going ro take a G movie serious. Unless you have the moral compass of the creator of Playboy and Penthouse, this is a good one to get into on a cold and wet Saturday afternoon, watching with the family and relaxing by the warm glow of a fireplace.",10,
"Loved it!

A wonderfully refreshing movie with humor and great acting. Could enjoy without ever having to ""fast forward."" Outstanding!",10,
"excellent movie

Well written, loved the combination of drama and comedy. I have recommended it to friends",10,
"Mind Blowing Piece Of Work.

Enjoyed it. Been a while I saw a movie so well acted and delivered. The theme was beautifully touched on. Well done Genevieve Nnaji and Team. Looking forward to your next reviews",10,
"Amazing Film

Indeed the most anticipated film from Nollywood 2019 didn't disappoint. Loved it all. Well done to Genevieve and Team",10,
"Lionheart

Genevieve Nnaji is a seasoned actress and she proves her worth in the industry after 20 years that she is still the best with her directing debut. we only have to say well done ma. I'm sure she'll go all hard in the next project",10,
Genevieve Nnaji proves yet again while she's still the best Nollywood actress of all time with her directing debut. we can only say more grease,10,
"Rational representation of the Igbos

Lion heart represented what it really means to be Igbo - hard-working and communal system of living.",10,
Great movie!,10,
"Amazing Movie!

Enjoyed watching the entire time! Great Storyline.",10,
"Lionheart

Best movie for me. The comedy was spot on. Nkem owoh killed it and Genevieve just made the awesome",10,
"PETE EDOCHIE!! ""OBIAGU!""

This movie works because of the brilliance and charisma of Pete above all... Genevieve and Nkem did exceptional as expected. Legendary song from Phyno at the end. #HailTheObiagus!!!",10,
"A New Chapter in Nollywood

I honestly don't understand those who gave this movie a low rating. I don't typically write movie reviews, but I felt compelled to rate this one because it appears that a whole bunch of viewers aren't pleased with how Genevieve Nnaji in her directing debut managed to sell her movie to Netflix (a Nigeria first) and open in Toronto film festival.

For starters this is a Nollywood movie like no other. The cinematography is great, the makeup and costumes are great, the sound is much better than the mainstream, the acting is good, the story, though simple, is typical of what goes on in Nigeria, without any typical nollywood caricaturistic exaggeration (the screaming, the loudness, the trying hard to be funny or dramatic, etc.), and the duration of 90 minutes is just right. This movie is a genuine, realistic, and subtle introduction of the Igbo community of Nigeria to the world.

Lionheart is not just a good movie that made a dent in a rusty and stagnant Nollywood industry, this is a new beginning from which the young upcoming Nigerian filmmakers and actors know it is possible to put Nigeria on the global map of film.

I'd give this movie an 8, but to counteract the unfair low ratings of the haters and to appreciate the boldness of Genevieve's debut as a director, I am giving this movie a well deserved 10.",10,
